"PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
2990164,18068067,23,"2018-04-13T03:48:00","6th ST & Liberty AV Pittsburgh, PA 15222","Y","Central Business District","2","PUBLIC DRUNKENESS","5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",201,6,6,-80.0017944,40.44192378
2880125,16235985,99,"2016-12-19T19:49:00","5600 Block Melvin ST Pittsburgh, PA 15217","Y","Squirrel Hill South","4",NA,"9497 Aided Case",1413,5,3,-79.92731783,40.43009332
2963450,17239115,6,"2017-12-12T14:34:00","4400 Block Howley ST Pittsburgh, PA 15224","Y","Bloomfield","5","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",903,7,2,-79.9520466819052,40.4645355164915
2965567,17246526,11,"2017-12-23T13:41:00","2500 Block E Carson ST Pittsburgh, PA 15203","N","South Side Flats","3","THEFT OF SERVICES","3926.C1 THEFT OF SERVICES",1609,3,4,-79.9698176264011,40.4274771168228
2806958,16015424,26,"2016-01-25T16:30:00","100 Block Zara ST Pittsburgh, PA 15210","N","Knoxville","3","HARRASSMENT-OTHER","2709(a)(3) Harassment No Legitimate Purpose",3001,3,4,-79.98811881,40.4158577
2870098,16206845,99,"2016-11-02T12:30:00","900 Block BRUSHTON AV PITTSBURGH, PA 15208","Y","Homewood North","5",NA,"9999 (Misc. Crime)",1302,9,2,-79.88801848,40.45552397
2923929,17121013,7,"2017-06-30T06:50:00","1100 Block Davis AV Pittsburgh, PA 15212","N","Brighton Heights","1","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2708,1,1,-80.0311499897259,40.4817230207272
2908469,17073336,6,"2017-04-23T04:31:00","600 Block Liberty AV Pittsburgh, PA 15222","N","Central Business District","2","THEFT/PROP-LOST/MISLAID/DEL","3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,6,6,-80.0016204506435,40.4417729848127
2877989,16228957,99,"2016-12-07T15:00:00","400 Block Fairywood ST Pittsburgh, PA 15205","Y","Fairywood","6",NA,"9999 Miscellaneous Report (No Crime)",2808,2,5,-80.07954524,40.44723267
2957602,17222115,6,"2017-11-16T04:00:00","1400 Block N Euclid AV Pittsburgh, PA 15206","N","Highland Park","5","THEFT FROM AUTO","3934 Theft from Vehicle",1102,7,2,-79.9188460357515,40.47720695106
2870572,16208134,11,"2016-11-03T02:10:00","3500 Block California AV Pittsburgh, PA 15212","N","Brighton Heights","1","CREDIT CARDS","4106 Access Device Fraud",2703,1,1,-80.04027014,40.47825349
2104105,5104757,14,"2005-06-11T00:45:00","1500 Block SMALLMAN ST PITTSBURGH, PA ","N","Golden Triangle/Civic Arena","2","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",202,7,6,-79.98927603,40.44867929
2942315,17172427,11,"2017-09-08T14:30:00","800 Block Freeport RD Pittsburgh, PA 15215","N","Lincoln-Lemington-Belmar","5","THEFT OF SERVICES","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",1201,9,2,-79.8976142089354,40.4878235400117
2104607,5105362,6,"2005-06-06T20:00:00","500 Block LLOYD ST PITTSBURGH, PA ","N","Point Breeze","4","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1406,9,3,-79.90758418,40.44666036
2102253,5095757,11,"2005-05-31T14:00:00","200 Block BIRMINGHAM AV PITTSBURGH, PA ","Y","Carrick","3","THEFT OF SERVICES","3921 Theft by Unlawful Taking or Disposition.",2902,4,4,-79.98625089,40.4022399
2886824,17008987,99,"2017-01-15T12:15:00","1600 Block Arlington AV Pittsburgh, PA 15210","Y","South Side Slopes","3",NA,"9504 Lost Property",1706,NA,NA,-79.9881973494827,40.418451832231
2975770,18024143,99,"2018-02-07T08:00:00","900 Block Freeport RD Pittsburgh, PA 15215","Y","Lincoln-Lemington-Belmar","5",NA,"9999 Miscellaneous Report (No Crime)",1201,9,2,-79.89431722,40.48808181
2091592,5037904,99,"2005-03-11T12:00:00","1100 Block FAIRDALE ST PITTSBURGH, PA ","Y","Allegheny Center","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2013,2,5,-80.06213679,40.45492384
2101206,5091218,24,"2005-05-25T14:55:00","1500 Block LOCUST ST PITTSBURGH, PA 15219","Y","Shadyside","2","HARRASSMENT BY COMUN/ADDRESS","2709 Harassment (Non-Specific)",102,6,3,-79.98516616,40.43688256
2098100,5077941,14,"2005-05-07T22:30:00","20 Block HELDMAN ST PITTSBURGH, PA ","N","Outside City","2","CRIMINAL MISCHIEF","3304 Criminal Mischief.",304,6,3,-79.9819908,40.44168292
2885369,17003429,24,"2017-01-06T16:05:00","3300 Block Fleming AV Pittsburgh, PA 15212","Y","Brighton Heights","1","HARRASSMENT BY COMUN/ADDRESS","9999 Miscellaneous Report (No Crime)",2703,1,1,-80.0374095306278,40.4754217077966
3017238,18151227,6,"2018-08-07T09:30:00","200 Block 37th ST Pittsburgh, PA 15201","N","Lower Lawrenceville","2","THEFT FROM AUTO","3934 Theft from Vehicle",603,7,2,-79.96470101,40.46618913
2102938,5101733,14,"2005-06-07T17:20:00","FEDERAL ST & GENERAL ROBINSON ST PITTSBURGH, PA ","N","North Shore","1","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2205,1,6,-80.00425006,40.44824568
2936022,17159682,23,"2017-08-23T12:40:00","Market ST & 5th AV Pittsburgh, PA 15222","Y","Central Business District","2","PUBLIC DRUNKENESS","5505 Public Drunkenness",201,6,6,-80.002108774882,40.4413828947589
2911118,17079331,10,"2017-05-01T19:45:00","400 Block Larimer AV Pittsburgh, PA 15206","N","Larimer","5","TERRORISTIC THREATS","2709(a) Harassment.",1204,9,2,-79.9150528811758,40.4647616793182
2930112,17139938,7,"2017-07-26T07:00:00","600 Block Kendall ST Pittsburgh, PA 15201","N","Upper Lawrenceville","2","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",1011,7,2,-79.9479758191819,40.4814106946746
3100534,19166438,9,"2019-08-21T02:03:00","5600 Block Mifflin RD Pittsburgh, PA 15207","Y","Lincoln Place","4","TAMPER WITH/FAB PHYS EVIDENCE","903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",3102,5,3,-79.9103060569334,40.3670454943846
3043082,18232687,26,"2018-11-26T15:16:00","Lanark ST & Denham ST Pittsburgh, PA 15214","Y","Fineview","1","DRUG PARAPHERNALIA","1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession",2509,1,1,-80.0042924249698,40.4609292619362
2082757,5017219,99,"2005-02-02T10:00:00","5600 Block FORWARD AV PITTSBURGH, PA ","Y","Golden Triangle/Civic Arena","4",NA,"9012 Non-Violent Domestic",1409,5,3,-79.92709834,40.4277518
3055636,18199900,99,"2018-10-09T14:30:00","Zone 5","Y","","5",NA,"9999 Miscellaneous Report (No Crime)",NA,NA,NA,NA,NA
2929762,17138487,6,"2017-07-23T18:30:00","500 Block Coyne TER Pittsburgh, PA 15207","N","Greenfield","4","THEFT FROM AUTO","3934 Theft from Vehicle",1516,NA,NA,0,0
2888096,17014027,6,"2017-01-23T14:00:00","6300 Block Shakespeare ST Pittsburgh, PA 15206","N","Shadyside","4","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",708,8,2,-79.9214608318676,40.4588814500684
2090805,5047394,10,"2005-03-26T01:23:00","5800 Block MAEBURN RD PITTSBURGH, PA ","Y","Squirrel Hill South","4","TERRORISTIC THREATS","2706 Terroristic Threats. / 2709 Harassment (Non-Specific)",1409,5,3,-79.92354616,40.42894393
2871394,16210108,99,"2016-11-07T13:05:00","5th AV & N Bellefield AV Pittsburgh, PA 15213","Y","North Oakland","4",NA,"9999 Miscellaneous Report (No Crime)",404,8,3,-79.95191134,40.44647659
2997708,18093810,7,"2018-05-19T10:38:00","30 Block S 26th ST Pittsburgh, PA 15203","N","South Side Flats","3","MTR VEH THEFT (AUTO)","3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.",1609,3,3,-79.96798633,40.42845424
3013661,18141887,99,"2018-07-25T11:09:00","2000 Block Tustin ST Pittsburgh, PA 15219","Y","Bluff","2",NA,"9999 Miscellaneous Report (No Crime)",103,6,3,-79.97766665,40.43677164
2930083,17137324,6,"2017-07-21T12:00:00","100 Block Kirk AV Pittsburgh, PA 15210","N","Carrick","3","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",2904,4,4,-79.9782542361223,40.3858917352464
2089512,5041982,10,"2005-03-18T15:35:00","40 Block ESTELLA ST PITTSBURGH, PA ","N","Carrick","3","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1801,3,4,-80.00109065,40.42433017
2815484,16039899,99,"2016-03-04T20:14:00","1200 Block Island AV Pittsburgh, PA 15212","Y","California-Kirkbride","1",NA,"9999 Miscellaneous Report (No Crime)",2507,6,1,-80.02559332,40.46316491
2831550,16090046,10,"2016-05-16T23:40:00","1200 Block Pineridge ST Pittsburgh, PA 15208","Y","Homewood North","5","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1301,9,2,-79.88981017,40.45900202
2895046,17033936,99,"2017-02-23T20:33:00","900 Block Watson ST Pittsburgh, PA 15219","Y","Bluff","2",NA,"9497 Aided Case",103,6,6,-79.9915582131683,40.438247661231
2910104,17077934,10,"2017-04-29T20:50:00","2300 Block East Hills DR Pittsburgh, PA 15221","Y","East Hills","5","TERRORISTIC THREATS","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1306,9,2,-79.8713614602289,40.4565646411286
2885705,17004997,14,"2017-01-09T10:30:00","46th ST Pittsburgh, PA 15201","N","Central Business District","2","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",201,NA,NA,0,0
3076180,19082668,10,"2019-05-02T16:40:00","3800 Block Bigelow BL Pittsburgh, PA 15213","Y","North Oakland","2","SIMPLE ASSAULT/NO INJURY","2702 Aggravated Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",507,6,3,-79.9550754048581,40.4568336195833
2088193,5035627,6,"2005-03-04T11:30:00","1400 Block LOCUST ST PITTSBURGH, PA ","N","Golden Triangle/Civic Arena","2","THEFT FROM BUILDING","3921 Theft by Unlawful Taking or Disposition. / 3503.1 Defiant Trespass",201,6,3,-79.98545539,40.43603601
2078603,5003094,99,"2005-01-06T16:15:00","1300 Block JUNIATA ST PITTSBURGH, PA 15212","N","Highland Park","1",NA,"9017 Found Drugs",2106,6,1,-80.02572776,40.45709378
2913991,17089871,6,"2017-02-01T23:59:00","400 Block Graeme ST Pittsburgh, PA 15222","N","Central Business District","2","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",201,6,6,-80.0025623013016,40.4413034012819
2832027,16092426,11,"2016-05-20T13:14:00","900 Block Freeport RD Pittsburgh, PA 15238","Y","Lincoln-Lemington-Belmar","5","THEFT OF SERVICES","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",1201,9,2,-79.89431722,40.48808181
2815767,16038542,10,"2016-03-02T16:50:00","600 Block Johnston AV Pittsburgh, PA 15207","Y","Glen Hazel","4","HARRASSMENT/THREAT/ATTEMPT/PHY","4952 Intimidation of Witnesses or Victims / 2709 Harassment (Non-Specific)",1504,5,3,-79.93493858,40.40482294
3060388,19033293,6,"2019-02-20T06:30:00","2600 Block S 18th ST Pittsburgh, PA 15210","N","South Side Slopes","3","THEFT FROM AUTO","3934 Theft from Vehicle",1706,3,3,-79.9852869177147,40.4210724620971
2107244,5119084,14,"2005-06-24T20:00:00","2300 Block BERG ST PITTSBURGH, PA 15203","N","Brighton Heights","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1602,3,4,-79.9737478,40.41981933
2120445,5172662,99,"2005-09-02T23:17:00","6600 Block FRANKSTOWN AV PITTSBURGH, PA ","N","Larimer","5",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1208,9,2,-79.91088157,40.45922043
3099101,19159625,14,"2019-08-12T00:41:00","100 Block N Negley AV Pittsburgh, PA 15206","N","Garfield","5","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1114,7,2,-79.924731373482,40.4742835282836
3096732,19152167,5,"2019-08-02T05:00:00","5200 Block Harrison ST Pittsburgh, PA 15201","N","Upper Lawrenceville","2","BURGLARY/FORCE ENT/RES","3502 Burglary.",1011,7,2,-79.9551678531239,40.4809591847518
2811934,16029656,6,"2016-02-18T06:40:00","7700 Block Hamilton AV Pittsburgh, PA 15221","N","Homewood South","5","THEFT FROM AUTO","3934 Theft from Vehicle",1304,9,2,-79.88906629,40.45251622
2927015,17128297,10,"2017-07-03T22:40:00","Parkfield ST & Brownsville RD Pittsburgh, PA 15210","N","Carrick","3","SIMPLE ASSAULT/INJURY","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2902,4,4,-79.9866065344917,40.3913312578148
3025342,18175013,11,"2018-08-31T04:35:00","1100 Block Creedmoor AV Pittsburgh, PA 15226","N","Brookline","6","THEFT BY DECEPTION","3922 Theft by Deception.",1918,4,5,-80.0151865,40.39096203
2934788,17154482,6,"2017-08-15T13:28:00","1000 Block Chartiers AV Pittsburgh, PA 15220","N","Elliott","6","THEFT FROM COIN OPERATED MACH","3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition.",2020,2,5,-80.0406072964702,40.4442002729196
2899631,17045188,24,"2017-03-10T02:31:00","700 Block N Negley AV Pittsburgh, PA 15206","N","East Liberty","5","HARRASSMENT BY COMUN/ADDRESS","2709 Harassment (Non-Specific)",1113,9,2,-79.926692736931,40.4698103977412
2850622,16148726,14,"2016-08-09T23:00:00","300 Block Hastings ST Pittsburgh, PA 15206","N","Point Breeze","4","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1404,8,3,-79.91310331,40.45122324
2965916,17248056,99,"2017-12-26T16:28:00","Allegheny SQ Pittsburgh, PA 15212","Y","Allegheny Center","1",NA,"9498 302 (Mental)",2204,1,6,-80.0180147392204,40.4489542492981
2911698,17080983,26,"2017-04-19T11:00:00","East ST & Suismon ST Pittsburgh, PA 15212","Y","East Allegheny","1","HARRASSMENT-OTHER","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2304,1,1,-79.9983895378853,40.4556027879845
3019069,18158126,11,"2018-08-16T22:31:00","400 Block Olivet AV Pittsburgh, PA 15210","N","Carrick","3","CREDIT CARDS","4106 Access Device Fraud",2904,NA,NA,0,0
3073925,19078574,7,"2019-04-27T07:15:00","1600 Block Bellaire PL Pittsburgh, PA 15226","N","Brookline","6","MOTOR VEH THEFT/MOTORCYCLE","3921 Theft by Unlawful Taking or Disposition.",3206,4,5,-80.0021080552179,40.3934706201383
3029469,18185022,99,"2018-09-14T09:35:00","100 Block HARBISON PL PITTSBURGH, PA 15212","N","Brighton Heights","1",NA,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2703,1,1,-80.03266815,40.47820886
2827085,16078947,10,"2016-04-30T22:25:00","6400 Block Navarro ST Pittsburgh, PA 15206","N","Lincoln-Lemington-Belmar","5","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1203,9,2,-79.90368793,40.4696417
2868816,16204162,99,"2016-10-28T20:00:00","3400 Block Dawson ST Pittsburgh, PA 15213","N","Central Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",406,3,3,-79.9528472,40.43455014
2952666,17209794,6,"2017-10-25T09:00:00","2400 Block Fairhope ST Pittsburgh, PA 15210","N","Carrick","3","THEFT/ALL OTHERS","3922 Theft by Deception. / 4105(a)(1) Bad Checks",2904,4,4,-79.981354912674,40.3891581518918
3088005,19126057,99,"2019-06-27T19:37:00","1400 Block Wightman ST Pittsburgh, PA 15217","Y","Squirrel Hill North","4",NA,"9999 Miscellaneous Report (No Crime)",1403,8,3,-79.928169772183,40.4429166879263
2845994,16133938,6,"2016-07-19T12:35:00","1600 Block Saww Mill Run BL Pittsburgh, PA 15226","N","Overbrook","6","THEFT/PROP-LOST/MISLAID/DEL","3921(a) Theft by Unlawful Taking or Disposition - Movable item",3204,NA,NA,0,0
2873079,16215113,99,"2016-11-11T19:45:00","4200 Block 5th AV Pittsburgh, PA 15213","N","North Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",403,8,3,-79.95319334,40.44430229
3052690,19007472,99,"2019-01-12T09:02:00","90 Block S 18th ST Pittsburgh, PA 15203","Y","South Side Flats","3",NA,"9999 (Misc. Crime)",1702,3,3,-79.9805685304729,40.4288406849265
2985898,18054461,99,"2018-03-24T07:00:00","60 Block S 22nd ST Pittsburgh, PA 15203","N","South Side Flats","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1609,3,3,-79.97475127,40.42944684
2085511,5026232,99,"2005-02-20T20:28:00","700 Block BROWNSVILLE RD PITTSBURGH, PA 15210","N","Knoxville","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",3001,3,4,-79.99090163,40.4098476
2102944,5096901,18,"2005-06-01T21:30:00","ARCOLA WY & SPRING GARDEN AV PITTSBURGH, PA ","Y","Fairywood","1","MARIJUANA-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount",2401,1,1,-79.9915773,40.46013399
2829249,16081536,99,"2016-05-04T10:00:00","200 Block Shady AV Pittsburgh, PA 15206","Y","Shadyside","4",NA,"9999 Miscellaneous Report (No Crime)",708,8,2,-79.92206668,40.45924818
2936001,17156475,99,"2017-08-18T02:54:00","East Ohio ST & Cedar AV Pittsburgh, PA 15212","Y","Allegheny Center","1",NA,"9497 Aided Case",2204,1,1,-80.0016938454742,40.4533122427543
3046142,18240373,23,"2018-12-07T01:49:00","300 Block Stanhope ST Pittsburgh, PA 15204","Y","Esplen","6","PUBLIC DRUNKENESS","5505 Public Drunkenness / 601.16 Public Urination And Defecation",2017,2,5,-80.0560987994453,40.4636361509949
2801340,16000875,24,"2016-01-02T12:30:00","800 Block Mt Pleasant RD Pittsburgh, PA 15214","Y","Northview Heights","1","DISORDERLY CONDUCT","5503 Disorderly Conduct.",2609,1,1,-79.99947307,40.47574398
2923235,17119252,7,"2017-06-27T20:30:00","2400 Block Woodward AV Pittsburgh, PA 15226","Y","Brookline","6","MTR VEH THEFT (AUTO)","3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.",1919,4,4,-80.0224166460477,40.4000167995558
2108797,5124427,4,"2005-07-04T16:45:00","2400 Block PERRYSVILLE PITTSBURGH, PA ","N","Northview Heights","1","AGG ASSAULT/GUN/NO INJURY","2701 Simple Assault.",2604,6,1,-80.00981673,40.46761646
2868735,16201225,6,"2016-10-24T16:15:00","600 Block Wood ST Pittsburgh, PA 15222","N","Central Business District","2","THEFT/PROP-LOST/MISLAID/DEL","3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,6,6,-79.99942351,40.44209205
2912314,17029253,18,"2017-02-16T22:46:00","2100 Block Rhine ST Pittsburgh, PA 15212","Y","Spring Hill-City View","1","MARIJUANA-POSSESS","1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 13(a)(31) Marijuana: Possession Small Amount",2620,1,1,-79.9936768740834,40.4666167568299
2873782,16214162,6,"2016-11-13T16:30:00","900 Block Art Rooney AV Pittsburgh, PA 15212","N","North Shore","1","THEFT FROM BUILDING","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2205,1,6,-80.013919,40.44665295
3094235,19146151,99,"2019-07-27T15:30:00","Zone 1","Y","","1",NA,"9999 Miscellaneous Report (No Crime)",NA,NA,NA,NA,NA
3039649,18220125,99,"2018-11-07T14:00:00","1100 Block Brabec ST Pittsburgh, PA 15212","N","Troy Hill","1",NA,"9496 Dead on Arrival (DOA)",2406,1,1,-79.99203401,40.45853706
2951778,17205993,6,"2017-10-23T17:15:00","6400 Block Penn AV Pittsburgh, PA 15206","N","Larimer","5","THEFT/PROP-LOST/MISLAID/DEL","3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1208,9,2,-79.917422514168,40.4575615685939
2933856,17149614,26,"2017-08-08T16:33:00","W North AV & Palo Alto ST Pittsburgh, PA 15212","Y","Allegheny Center","1","DRUG PARAPHERNALIA","13(a)(32) Paraphernalia - Use or Possession",2204,1,1,-80.0105951960198,40.4547173688876
2802791,16004373,99,"2016-01-08T08:25:00","P J Mc Ardle RDWY & Liberty BRDG Pittsburgh, PA 15203","Y","South Side Slopes","3",NA,"9999 Miscellaneous Report (No Crime)",1706,3,4,-79.99926773,40.42914694
2092361,5052870,5,"2005-04-03T15:00:00","6800 Block FRANKSTOWN AV PITTSBURGH, PA ","N","Larimer","5","BURGLARY/FORCE ENT/RES","3502 Burglary.",1208,9,2,-79.90598029,40.45810133
2943790,17183948,6,"2017-09-24T12:03:00","1200 Block Goettmann ST Pittsburgh, PA 15212","N","Troy Hill","1","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",2406,1,1,-79.9898441325377,40.4581868722447
3012828,18139628,14,"2018-07-22T02:30:00","3300 Block Melwood AV Pittsburgh, PA 15219","Y","Polish Hill","2","CRIMINAL MISCHIEF","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",605,7,6,-79.96393433,40.45800993
3091399,19133276,99,"2019-07-07T01:56:00","1600 Block Penn AV Pittsburgh, PA 15222","Y","Strip District","2",NA,"2701 Simple Assault. / 9497 Aided Case",203,7,6,-79.987472181919,40.4488350628836
