"","PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
"1478",3048214,18249009,99,"2018-12-19T10:30:00","5800 Block Forbes AV Pittsburgh, PA 15217","N","Squirrel Hill North","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1403,5,3,-79.9228071341134,40.4379109890663
"1479",3072774,19073826,99,"2019-04-20T17:00:00","Jacksonia ST Pittsburgh, PA 15212","Y","Central North Side","1",NA,"9489 Found Property",2503,NA,NA,0,0
"1480",2819980,16055688,3,"2016-03-28T20:31:00","Massachusetts AV & Davis AV Pittsburgh, PA 15212","N","Brighton Heights","1","ROBBERY/HIGHWAY/STRONGARM","903 Criminal Conspiracy. / 3701 Robbery.",2701,1,1,-80.04035829,40.4802395
"1481",3077922,19091043,99,"2019-05-13T18:19:00","1000 Block Fredonia ST Pittsburgh, PA 15220","Y","Elliott","6",NA,"9496 Dead on Arrival (DOA)",2020,2,5,-80.0410346641292,40.4437502784825
"1482",3076089,19082180,3,"2019-05-02T00:45:00","600 Block East End AV Pittsburgh, PA 15221","N","Squirrel Hill North","4","ROBBERY/CARJACK/STRONGARM","903 Criminal Conspiracy. / 2701 Simple Assault. / 3701 Robbery. / 3702 Robbery of Motor Vehicle.",1403,9,3,-79.8966784432152,40.4395676311212
"1483",2914720,17091011,23,"2017-05-18T23:30:00","Federal ST & South Commons Pittsburgh, PA 15212","Y","Allegheny Center","1","PUBLIC DRUNKENESS","5505 Public Drunkenness",2204,1,1,-80.0048978123309,40.4503116759976
"1484",2837543,16103072,99,"2016-06-04T06:15:00","Bedford AV & Somers DR Pittsburgh, PA 15219","Y","Middle Hill","2",NA,"9497 Aided Case",501,6,3,-79.97554969,40.44940944
"1485",3002905,18110233,15,"2018-06-10T03:25:00","S 23rd ST & Josephine ST Pittsburgh, PA 15203","Y","South Side Slopes","3","WEAPONS-CARRY/POS-OTHER","8106 Shots Fired",1608,3,3,-79.97339434,40.42475495
"1486",2109282,5113998,7,"2005-07-16T06:00:00","1200 Block GROTTO PITTSBURGH, PA ","N","Lincoln-Lemington-Belmar","5","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",1202,9,2,-79.89658032,40.46519372
"1487",2092336,5052826,10,"2005-04-03T14:30:00","200 Block JUCUNDA ST PITTSBURGH, PA 15210","Y","Knoxville","3","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",3001,3,4,-79.99104892,40.41718259
"1488",2922093,17112260,10,"2017-06-18T02:46:00","Smallman ST & 20th ST Pittsburgh, PA 15222","Y","Strip District","2","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",203,7,6,-79.9847039410015,40.4517281086938
"1489",2838987,16110129,26,"2016-06-14T15:30:00","600 Block Chautauqua ST Pittsburgh, PA 15214","N","Perry South","1","HARRASSMENT-OTHER","2709(a) Harassment.",2614,6,1,-80.01674321,40.46459311
"1490",2096557,5070733,99,"2005-04-28T08:00:00","100 Block MIRAMAX ST PITTSBURGH, PA 15211","N","Central Northside","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1902,NA,NA,0,0
"1491",2914750,17092597,21,"2017-05-21T03:45:00","100 Block Southern AV Pittsburgh, PA 15211","Y","Mount Washington","3","DRIVING UNDER INFLUENCE","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%",1915,2,5,-80.009163098121,40.4270409482231
"1492",3000344,18099556,5,"2018-05-27T00:57:00","700 Block S Aiken AV Pittsburgh, PA 15232","N","Shadyside","4","BURGLARY/NO FORCE/RES","3502 Burglary.",703,8,2,-79.93645289,40.45169439
"1493",2110816,5124648,99,"2005-07-04T21:50:00","ALLEGHENY RIVER PITTSBURGH, PA ","Y","Lincoln-Lemington-Belmar","1",NA,"9999 Miscellaneous Report (No Crime)",1201,NA,NA,0,0
"1494",2918095,17093436,14,"2017-05-22T15:00:00","600 Block E North AV Pittsburgh, PA 15212","N","East Allegheny","1","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2304,1,1,-79.9999476362785,40.456938679071
"1495",2978560,18034824,23,"2018-02-23T01:16:00","S 14th ST & E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3","PUBLIC DRUNKENESS","5505 Public Drunkenness",1702,3,3,-79.98414574,40.42879918
"1496",2879139,16231525,10,"2016-12-12T16:46:00","400 Block N Highland AV Pittsburgh, PA 15206","Y","East Liberty","5","SIMPLE ASSAULT/NO INJURY","3304 Criminal Mischief. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1115,9,2,-79.92217164,40.4651578
"1497",3076341,19083412,10,"2019-05-04T15:54:00","500 Block N Highland AV Pittsburgh, PA 15206","N","East Liberty","5","HARRASSMENT/THREAT/ATTEMPT/PHY","3304 Criminal Mischief. / 2709 Harassment (Non-Specific)",1113,8,2,-79.9249454802409,40.4530105952768
"1498",2897662,17038542,18,"2017-03-02T16:56:00","5200 Block 2nd AV Pittsburgh, PA 15207","Y","Hazelwood","4","OPIUM/COCAINE/DERV-POSSESS","3334 Turning Movements and Required Signals. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",1515,5,3,-79.9431826595046,40.4059346551533
"1499",2848320,16142237,6,"2016-07-31T18:15:00","5500 Block Jackson ST Pittsburgh, PA 15206","N","Highland Park","5","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud",1102,7,2,-79.92829187,40.47325753
"1500",2109954,5130397,14,"2005-07-12T08:00:00","5500 Block BAUM BL PITTSBURGH, PA 15232","N","Friendship","5","CRIMINAL MISCHIEF","3304 Criminal Mischief.",807,7,2,-79.93638865,40.4572358
"1501",2830999,16086424,6,"2016-05-11T06:00:00","3700 Block McClure AV Pittsburgh, PA 15212","N","Brighton Heights","1","THEFT FROM AUTO","3934 Theft from Vehicle",2701,1,1,-80.03644917,40.4829042
"1502",2870814,16207151,99,"2016-11-02T04:00:00","2000 Block Centre AV Pittsburgh, PA 15219","N","Crawford-Roberts","2",NA,"9124 Drug Investigation",305,6,3,-79.9799791,40.44358094
"1503",3033965,18207393,3,"2018-10-19T13:34:00","2100 Block Wylie AV Pittsburgh, PA 15219","N","Middle Hill","2","ROBBERY COMMERCIAL STRONGARM","3929 Retail Theft.",501,6,3,-79.97924749,40.44489028
"1504",3016975,18150252,99,"2018-08-05T22:44:00","700 Block Southcrest DR Pittsburgh, PA 15226","Y","Brookline","6",NA,"9498 302 (Mental)",1917,4,5,-80.01124488,40.40619015
"1505",3031390,18198256,6,"2018-10-07T05:30:00","200 Block Meyran AV Pittsburgh, PA 15213","N","Central Oakland","4","THEFT FROM BUILDING","3921(a) Theft by Unlawful Taking or Disposition - Movable item",405,3,3,-79.95822524,40.44030941
"1506",3086035,19116481,26,"2019-06-15T02:43:00","6500 Block Hamilton AV Pittsburgh, PA 15206","Y","Larimer","5","ALL OTHER OFFENSES(EXPT TRAFF)","601.16 Public Urination And Defecation",1208,9,2,-79.9142657236002,40.4589924478051
"1507",3041388,18226236,99,"2018-11-15T19:00:00","800 Block Vinial ST Pittsburgh, PA 15212","Y","Troy Hill","1",NA,"9999 Miscellaneous Report (No Crime)",2406,1,1,-79.99171799,40.4570885
"1508",2847062,16139571,99,"2016-07-27T20:20:00","300 Block N Braddock AV Pittsburgh, PA 15208","Y","Point Breeze North","4",NA,"9999 Miscellaneous Report (No Crime)",1405,9,2,-79.89279811,40.44964666
"1509",3096232,19150113,11,"2019-07-26T00:01:00","300 Block Mc Kee PL Pittsburgh, PA 15213","N","Central Oakland","4","FALSE IMPERS PERS PRIV. EMPLOY","4106 Access Device Fraud",405,3,3,-79.9577063860126,40.4383720870111
"1510",2137293,5236594,5,"2005-11-30T23:30:00","5700 Block CENTRE AV PITTSBURGH, PA ","N","East Hills","5","BURGLARY/NO FORCE/RES","3502 Burglary.",808,8,2,-79.93345844,40.45700782
"1511",2905117,17061316,14,"2017-04-05T19:15:00","2100 Block Arlington AV Pittsburgh, PA 15210","N","South Side Slopes","3","CRIMINAL MISCHIEF (AUTO)","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1608,3,4,-79.9772835459045,40.4176728843849
"1512",2846749,16135643,17,"2016-07-21T22:28:00","Zone 2","Y","","2","INDECENT EXPOSURE","3127 Indecent Exposure. / 5901 Open Lewdness. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 5507(a) Obstructing highway, railroad or public passage",NA,NA,NA,NA,NA
"1513",2914624,17092329,18,"2017-05-20T18:00:00","300 Block E North AV Pittsburgh, PA 15212","Y","Central North Side","1","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance",2206,1,1,-80.0096402728326,40.4549486918507
"1514",2916760,17101369,99,"2017-06-03T03:15:00","3100 Block Huxley ST Pittsburgh, PA 15204","Y","Sheraden","6",NA,"9999 Miscellaneous Report (No Crime)",2022,2,5,-80.0620147382645,40.4534624795884
"1515",3005444,18119807,24,"2018-06-22T23:15:00","200 Block 7th ST Pittsburgh, PA 15222","Y","Central Business District","2","DISORDERLY CONDUCT","5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",201,NA,NA,-79.88678909,40.38640915
"1516",3080507,19098862,18,"2019-05-23T17:03:00","500 Block Smithfield ST Pittsburgh, PA 15222","Y","Central Business District","2","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",201,6,6,-79.9981194717119,40.440340041992
"1517",2849754,16145334,6,"2016-08-05T06:55:00","2700 Block Stromberg ST Pittsburgh, PA 15203","N","South Side Slopes","3","THEFT FROM AUTO","3934 Theft from Vehicle",1608,3,4,-79.96951856,40.42146688
"1518",2898000,17040477,6,"2017-03-05T13:30:00","1000 Block Lancaster ST Pittsburgh, PA 15218","N","Regent Square","4","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",1410,5,3,-79.8980068655595,40.4311245509826
"1519",2908478,17073404,14,"2017-04-22T17:00:00","5500 Block Baywood ST Pittsburgh, PA 15206","N","East Liberty","5","CRIMINAL MISCHIEF","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1113,9,2,-79.9289237292535,40.471379788428
"1520",3026522,18180972,26,"2018-09-15T02:10:00","Wrights WY & S 20th ST Pittsburgh, PA 15203","Y","South Side Flats","3","ALL OTHER OFFENSES(EXPT TRAFF)","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",1702,3,3,-79.97759262,40.42906074
"1521",3015918,18144685,18,"2018-07-29T01:25:00","200 Block Blvd Of The Allies Pittsburgh, PA 15222","Y","Central Business District","2","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",201,6,6,-80.00361051,40.43906663
"1522",2103639,5102417,24,"2005-06-08T10:30:00","5800 Block ELMER ST PITTSBURGH, PA ","Y","Shadyside","4","HARRASSMENT BY COMUN/ADDRESS","2709 Harassment (Non-Specific)",705,8,2,-79.92953288,40.45407292
"1523",2903354,17057049,24,"2017-03-30T12:22:00","300 Block S 9th ST Pittsburgh, PA 15203","N","South Side Flats","3","HARRASSMENT BY COMUN/ADDRESS","2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner",1702,3,4,-79.9904132203348,40.4309098082627
"1524",3050926,19001644,6,"2018-12-31T19:20:00","500 Block Liberty AV Pittsburgh, PA 15222","N","Central Business District","2","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",201,6,6,-80.0035931077627,40.4412175503666
"1525",2099496,5083929,99,"2005-05-13T11:36:00","1300 Block WASHINGTON BL PITTSBURGH, PA 15206","N","Larimer","5",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1204,9,2,-79.90883327,40.46746594
"1526",2884381,17004995,26,"2017-01-08T23:59:00","600 Block N Highland AV Pittsburgh, PA 15206","N","East Liberty","5","THEFT BY EXTORTION","3923 Theft by Extortion.",1113,8,2,-79.9246163926861,40.4522726590005
"1527",3070131,19063021,14,"2019-04-06T12:49:00","600 Block Berkshire AV Pittsburgh, PA 15226","N","Brookline","6","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1918,4,5,-80.023055458304,40.394749197647
"1528",2942127,17174686,99,"2017-09-11T18:30:00","James ST & Foreland ST Pittsburgh, PA 15212","Y","East Allegheny","1",NA,"9497 Aided Case",2304,1,1,-80.0008645508975,40.4542860206855
"1529",3000742,18102182,99,"2018-05-30T06:10:00","Whited ST & Saw Mill Run BL Pittsburgh, PA 15210","Y","Brookline","6",NA,"9999 Miscellaneous Report (No Crime)",3206,4,5,-79.99823448,40.39629431
"1530",2091059,5049156,6,"2005-03-27T14:30:00","1100 Block LIVERPOOL ST PITTSBURGH, PA ","N","Homewood South","1","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud",2103,6,1,-80.02176469,40.45604871
"1531",2926794,17122024,6,"2017-06-30T04:30:00","10 Block Morse WY Pittsburgh, PA 15207","N","Hazelwood","4","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1515,5,3,-79.9408356220989,40.4100828803962
"1532",2802724,16004183,11,"2016-01-07T23:29:00","2300 Block Berg ST Pittsburgh, PA 15203","N","South Side Slopes","3","CREDIT CARDS","4106 Access Device Fraud",1608,3,4,-79.9737478,40.41981933
"1533",2934610,17149347,99,"2017-08-08T10:29:00","100 Block Charles ST Pittsburgh, PA 15210","Y","Knoxville","3",NA,"9498 302 (Mental)",3001,3,4,-79.9881578416157,40.4165930947846
"1534",2940804,17168768,26,"2017-09-03T12:26:00","4600 Block Torley ST Pittsburgh, PA 15224","N","Bloomfield","5","HARRASSMENT-OTHER","2709(a) Harassment.",903,7,2,-79.9498336899206,40.4646760156157
"1535",3004839,18116433,99,"2018-06-18T14:45:00","200 Block Cape May AV Pittsburgh, PA 15216","Y","Beechview","6",NA,"9497 Aided Case",1920,4,5,-80.01975622,40.40923741
"1536",3009825,18128586,6,"2018-07-07T11:33:00","4900 Block 2nd AV Pittsburgh, PA 15207","N","Hazelwood","4","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1515,5,3,-79.94436695,40.4097751
"1537",2822902,16063182,99,"2016-04-08T13:57:00","500 Block Knoll ST Pittsburgh, PA 15212","N","East Allegheny","1",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2304,1,1,-80.00189362,40.45743796
"1538",2914530,17089031,99,"2017-05-16T05:45:00","Bigelow BL & Washington PL Pittsburgh, PA 15219","N","Central Business District","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",201,6,6,-79.9920341744657,40.4416529300441
"1539",2960825,17220571,99,"2017-11-14T07:00:00","2300 Block BEECHWOOD BL PITTSBURGH, PA 15217","N","Point Breeze","4",NA,"2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2709 Harassment (Non-Specific)",1406,5,3,-79.9141941389732,40.4334919372013
"1540",3018151,18147601,11,"2018-08-03T14:30:00","100 Block Birmingham AV Pittsburgh, PA 15210","N","Carrick","3","CREDIT CARDS","3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud",2902,4,3,-79.98845437,40.40225822
"1541",2117400,5161884,18,"2005-08-19T20:20:00","1000 Block CRESSWELL ST PITTSBURGH, PA 15210","Y","St. Clair","3","OPIUM/COCAINE/DERV(SALE/MFG)","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance",1606,3,4,-79.97620353,40.40876802
"1542",2991391,18075047,10,"2018-04-23T08:15:00","Rochelle ST & Grimes AV Pittsburgh, PA 15210","Y","Knoxville","3","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a) Harassment.",3001,3,5,-79.99301543,40.41503997
"1543",2912292,17085220,10,"2017-05-10T15:58:00","Dellrose ST & Copperfield AV Pittsburgh, PA 15210","Y","Carrick","3","RECKLESSLY ENDANGER ANOTH PER","2705 Recklessy Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 4581 Restraint Systems. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3742.1 Accident Involv. Death/Inj. While not Licensed / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",2901,4,4,-79.9878824552061,40.3960480129637
"1544",2868767,16205711,10,"2016-10-31T21:11:00","Hazelwood AV & Frank ST Pittsburgh, PA 15207","N","Hazelwood","4","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1515,5,3,-79.9331061,40.41979782
"1545",3034243,18211235,26,"2018-10-24T20:17:00","Mellon ST & Callowhill ST Pittsburgh, PA 15206","Y","Highland Park","5","ALL OTHER OFFENSES(EXPT TRAFF)","627.02(b)(i) Possessing a small amount of marijuana",1102,7,2,-79.92078947,40.47791645
"1546",3006551,18121472,11,"2018-06-25T20:30:00","400 Block Shady AV Pittsburgh, PA 15206","N","Shadyside","4","THEFT BY DECEPTION","3922 Theft by Deception.",706,8,2,-79.92287553,40.45536652
"1547",2106429,5114859,99,"2005-06-23T09:38:00","4200 Block FIFTH AV PITTSBURGH, PA ","Y","North Oakland","4",NA,"9001 Conversion - PITT Campus Police Report",403,8,3,-79.95319334,40.44430229
"1548",2912376,17082283,4,"2017-05-06T01:18:00","1200 Block Decatur ST Pittsburgh, PA 15233","Y","Manchester","1","AGG ASSAULT/OTHER/INJURY","2701 Simple Assault. / 2702 Aggravated Assault.",2107,6,1,-80.0229792243223,40.4561850280882
"1549",3074540,19080212,99,"2019-04-29T14:00:00","200 Block N Winebiddle ST Pittsburgh, PA 15224","Y","Garfield","5",NA,"9496 Dead on Arrival (DOA)",1017,7,2,-79.9432521459227,40.4645311263788
"1550",2918972,17106020,99,"2017-06-09T14:55:00","2200 Block Noblestown RD Pittsburgh, PA 15205","N","Westwood","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2811,2,5,-80.0539084990922,40.4300724744504
"1551",2841215,16117333,99,"2016-06-24T19:00:00","20 Block General Robinson ST Pittsburgh, PA 15212","N","North Shore","1",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",2205,1,6,-80.00366501,40.44848499
"1552",2135138,5231113,10,"2005-11-21T21:14:00","400 Block KINGSBORO ST PITTSBURGH, PA ","N","Bloomfield","3","SIMPLE ASSAULT/NO INJURY","2701 Simple Assault. / 4952 Intimidation of Witnesses or Victims",1801,3,4,-80.00053849,40.42161176
"1553",2837676,16108456,6,"2016-06-12T06:45:00","1500 Block Woodland AV Pittsburgh, PA 15212","N","Marshall-Shadeland","1","THEFT FROM AUTO","3934 Theft from Vehicle",2715,1,1,-80.03340542,40.46861936
"1554",3060714,19034012,6,"2019-02-20T22:45:00","2300 Block Valera ST Pittsburgh, PA 15210","N","Carrick","3","THEFT FROM AUTO","3934 Theft from Vehicle",2904,4,3,-79.9874099595446,40.387941860745
"1555",3011619,18133532,10,"2018-07-13T22:36:00","5200 Block Liberty AV Pittsburgh, PA 15208","N","Bloomfield","5","TERRORISTIC THREATS","2701 Simple Assault. / 2706 Terroristic Threats.",804,7,2,-79.9413452,40.45753461
"1556",2102771,5098028,14,"2005-06-03T06:30:00","700 Block N BEATTY ST PITTSBURGH, PA ","N","Brighton Heights","5","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1109,9,2,-79.92275471,40.46865924
"1557",2832123,16086422,26,"2016-05-11T13:30:00","2300 Block Osgood ST Pittsburgh, PA 15214","Y","Perry South","1","UNAUTHORIZED USE VEHICLE/AUTO","3928 Unauthorized Use of Automobile and Other Vehicles.",2614,6,1,-80.00714677,40.46649706
"1558",2907274,17071016,99,"2017-04-20T08:41:00","Carnahan RD & Crane AV Pittsburgh, PA 15220","N","Banksville","6",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",2023,2,5,-80.0427374960716,40.413449369326
"1559",3073975,19079490,6,"2019-04-27T23:00:00","3100 Block Iowa ST Pittsburgh, PA 15219","N","Upper Hill","2","THEFT/ALL OTHERS","3921(a) Theft by Unlawful Taking or Disposition - Movable item",506,6,3,-79.9577355179727,40.4502510622587
"1560",3024362,18173275,99,"2018-09-05T07:00:00","300 Block S Main ST Pittsburgh, PA 15220","N","West End","6",NA,"9124 Drug Investigation",2019,7,2,-79.95794767,40.46738301
"1561",2980944,18036484,6,"2018-02-25T10:00:00","2000 Block Beechwood BL Pittsburgh, PA 15217","N","Squirrel Hill South","4","THEFT FROM AUTO","3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1408,5,3,-79.9089786,40.43622528
"1562",2816412,16043501,99,"2016-03-10T07:05:00","Stafford ST & Stadium ST Pittsburgh, PA 15204","N","Sheraden","6",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",2018,2,5,-80.05516389,40.4607266
"1563",2934237,17151610,99,"2017-06-07T12:13:00","Zone 5","N","","5",NA,"3125 Aggravated Indecent Assault.",NA,NA,NA,NA,NA
"1564",2121430,5177827,11,"2005-09-09T12:00:00","300 Block DENGLER ST PITTSBURGH, PA ","N","Arlington","3","CREDIT CARDS","4106 Access Device Fraud",1603,3,4,-79.96780958,40.41472487
"1565",3093848,19142960,99,"2019-07-20T12:00:00","Semple ST & Cable PL Pittsburgh, PA 15213","N","Central Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",406,3,3,-79.9538990554655,40.4363777013995
"1566",2929591,17136173,18,"2017-07-20T23:45:00","E Carson ST & S 16th ST Pittsburgh, PA 15203","Y","South Side Flats","3","MARIJUANA-POSSESS","13(a)(31) Marijuana: Possession Small Amount",1702,3,4,-79.9827122247394,40.4288316953151
